Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2013-09-16,Dinner,867.3,24.5,3.5,5.5,6.7,0.0,115.5,3880.3,880.4,99.3,15.8,30.5,65.3,1.7,28.8,13.2,42.4,
2013-09-16,Snacks,556.0,9.3,1.7,0.5,1.5,0.0,0.0,90.5,6.0,97.2,15.5,15.4,22.1,0.0,0.1,4.7,31.3,
2013-09-17,Breakfast,355.0,9.7,3.8,0.0,0.0,0.0,103.0,607.0,190.0,14.6,0.0,11.8,54.0,24.2,3.6,42.0,3.6,
2013-09-17,Lunch,656.6,25.5,6.1,3.7,9.3,0.0,95.1,2669.6,1744.4,65.4,11.6,17.8,43.7,381.2,140.6,36.4,56.4,
2013-09-17,Dinner,1005.0,15.0,3.0,0.0,0.0,0.0,105.0,1527.0,0.0,192.0,7.5,43.5,22.6,58.5,82.5,22.5,19.5,
2013-09-17,Snacks,980.3,25.9,4.5,2.7,1.5,0.0,0.0,495.3,5.2,150.4,26.3,29.0,38.9,0.0,0.1,13.9,48.0,
2013-09-18,Breakfast,355.0,9.7,3.8,0.0,0.0,0.0,103.0,607.0,190.0,14.6,0.0,11.8,54.0,24.2,3.6,42.0,3.6,
2013-09-18,Lunch,669.6,31.5,8.2,4.5,11.7,0.0,120.2,3040.2,1864.8,51.2,11.1,16.1,48.7,382.1,142.7,42.5,51.8,
2013-09-18,Dinner,1548.4,45.5,10.1,9.4,10.4,3.0,183.0,1462.4,805.2,182.3,32.0,32.0,116.6,48.0,168.1,29.3,67.2,
2013-09-18,Snacks,280.0,8.5,1.5,0.5,1.5,0.0,0.0,175.0,0.0,45.0,7.0,14.0,9.0,0.0,0.0,0.0,8.0,
2013-09-19,Breakfast,540.0,12.9,6.0,0.0,0.0,0.0,152.0,888.0,300.0,27.9,0.8,17.7,85.5,27.8,5.4,54.0,11.4,
2013-09-19,Lunch,676.1,26.6,3.7,3.4,8.1,0.0,81.2,2837.3,2114.0,64.9,14.8,20.1,47.5,473.0,176.2,24.5,62.5,
2013-09-19,Dinner,956.6,34.5,11.9,0.8,9.7,0.0,85.0,1237.6,305.9,113.1,16.4,26.0,41.6,35.0,7.6,16.2,45.9,
2013-09-19,Snacks,448.7,10.8,1.2,3.2,0.0,0.0,0.0,525.8,2.9,71.7,14.0,18.5,19.2,0.0,0.0,12.8,20.9,
2013-09-20,Breakfast,355.0,9.7,3.8,0.0,0.0,0.0,103.0,607.0,190.0,14.6,0.0,11.8,54.0,24.2,3.6,42.0,3.6,
2013-09-20,Lunch,646.5,17.9,6.3,1.1,2.3,0.0,212.5,1244.9,614.4,36.9,3.6,9.9,89.5,4.0,17.1,15.2,33.0,
2013-09-20,Dinner,1554.2,56.0,13.2,4.6,7.1,0.0,160.3,2306.0,1066.1,200.0,31.5,43.0,71.9,239.6,80.5,44.1,55.9,
2013-09-20,Snacks,625.0,23.5,3.9,2.7,1.5,0.0,0.0,528.3,0.0,81.0,16.5,20.0,26.1,0.0,0.0,9.4,27.4,
2013-09-21,Breakfast,385.4,10.2,4.1,0.0,0.0,0.0,110.2,671.8,205.2,16.2,0.0,13.1,59.2,25.0,4.0,46.2,4.0,
2013-09-21,Lunch,1075.5,64.7,19.5,5.7,21.2,0.0,996.7,2126.2,1082.6,71.3,9.4,14.1,68.5,268.0,84.6,44.7,65.3,
2013-09-21,Dinner,1206.3,38.0,13.5,3.9,12.6,0.0,757.0,763.1,1052.7,130.5,5.6,109.3,61.8,686.4,55.9,44.6,24.3,
2013-09-21,Snacks,487.0,17.8,3.1,2.2,0.0,0.0,0.0,409.8,0.0,63.6,12.4,14.9,19.1,0.0,0.0,9.8,20.0,
2013-09-22,Breakfast,385.4,10.2,4.1,0.0,0.0,0.0,110.2,671.8,205.2,16.2,0.0,13.1,59.2,25.0,4.0,46.2,4.0,
2013-09-22,Lunch,1118.1,51.3,13.9,6.5,12.9,0.0,729.5,1990.5,427.0,60.0,7.6,9.8,107.8,15.0,0.0,13.0,39.8,
2013-09-22,Dinner,1837.0,83.2,37.0,2.6,23.5,5.1,284.0,1098.9,1034.7,158.9,16.4,13.3,103.1,5.6,0.1,52.2,70.3,
2013-09-22,Snacks,312.0,7.5,1.5,0.5,1.5,0.0,0.0,90.0,315.0,56.0,7.6,23.3,9.2,1.4,10.5,1.0,13.4,
2013-09-23,Breakfast,385.4,10.2,4.1,0.0,0.0,0.0,110.2,671.8,205.2,16.2,0.0,13.1,59.2,25.0,4.0,46.2,4.0,
2013-09-23,Lunch,658.1,32.5,12.1,1.0,4.8,0.0,152.7,2414.0,1352.5,44.5,11.3,13.7,46.8,335.4,118.5,46.3,45.8,
2013-09-23,Dinner,916.3,34.1,9.3,9.6,6.2,0.0,93.5,517.8,2255.7,85.8,17.9,14.4,58.2,55.6,276.3,20.1,40.8,
2013-09-23,Snacks,491.4,6.7,1.0,1.1,0.0,0.0,0.0,165.4,5.2,88.2,14.4,12.6,19.5,0.0,0.1,8.5,26.8,
2013-09-24,Breakfast,385.4,10.2,4.1,0.0,0.0,0.0,110.2,671.8,205.2,16.2,0.0,13.1,59.2,25.0,4.0,46.2,4.0,
2013-09-24,Lunch,846.6,43.6,10.7,2.5,12.4,0.0,114.1,3067.5,1694.7,63.2,15.1,14.3,52.0,334.2,120.4,47.5,47.6,
2013-09-24,Dinner,1578.5,95.2,17.0,0.0,0.0,0.0,469.2,4522.0,0.0,27.4,0.0,0.0,102.0,170.0,170.0,68.0,102.0,
2013-09-24,Snacks,414.5,19.1,4.9,2.5,7.5,0.0,0.0,270.0,0.0,47.6,10.4,15.6,18.3,0.0,0.0,4.9,19.6,
2013-09-25,Breakfast,533.0,12.4,5.4,0.0,0.0,0.0,152.0,948.0,304.0,22.8,0.0,18.4,85.2,28.2,5.6,66.0,5.6,
2013-09-25,Lunch,1590.2,56.8,10.6,5.8,14.6,0.0,135.4,3304.3,1270.6,177.3,22.4,57.5,96.7,334.7,127.4,61.7,89.4,
2013-09-25,Dinner,634.2,14.0,4.9,0.2,0.0,0.0,104.7,282.3,792.0,38.2,6.1,6.7,46.4,65.9,172.5,11.1,33.6,
2013-09-25,Snacks,185.2,2.5,0.5,0.0,0.0,0.0,0.0,0.2,2.6,33.1,5.0,4.1,7.0,0.0,0.0,2.0,10.1,
2013-09-26,Breakfast,513.0,12.1,5.2,0.0,0.0,0.0,150.0,890.0,304.0,21.4,0.0,17.2,82.2,27.4,5.2,63.0,5.2,
2013-09-26,Lunch,845.7,40.4,14.0,3.1,12.1,0.0,150.2,3383.4,1647.3,59.2,10.4,15.7,56.9,338.6,122.9,47.4,54.5,
2013-09-26,Dinner,643.2,14.1,4.9,1.9,3.0,0.0,214.2,614.3,627.2,39.4,4.7,11.9,78.9,8.5,10.0,16.3,21.4,
2013-09-26,Snacks,1471.4,46.4,7.9,5.1,1.5,0.0,0.0,985.6,5.2,207.6,39.3,42.0,59.9,0.0,0.1,23.5,67.0,
2013-09-27,Breakfast,385.4,10.2,4.1,0.0,0.0,0.0,110.2,671.8,205.2,16.2,0.0,13.1,59.2,25.0,4.0,46.2,4.0,
2013-09-27,Lunch,852.6,22.8,9.4,0.4,2.1,0.0,168.5,2712.1,1334.6,70.1,15.3,40.6,68.0,337.0,130.9,45.1,44.1,
2013-09-27,Dinner,1138.2,55.3,17.9,1.1,8.1,0.0,218.6,4563.1,1156.8,71.2,16.3,4.5,92.0,16.5,17.3,36.7,58.9,
2013-09-27,Snacks,565.2,14.0,2.0,1.0,3.5,0.0,0.0,270.2,47.6,94.1,12.0,20.1,17.0,0.0,0.0,2.0,20.1,
2013-09-28,Breakfast,385.4,10.2,4.1,0.0,0.0,0.0,110.2,671.8,205.2,16.2,0.0,13.1,59.2,25.0,4.0,46.2,4.0,
2013-09-28,Lunch,722.3,22.6,11.7,0.5,2.2,0.0,115.5,2161.8,618.5,40.3,6.3,12.1,62.4,10.9,11.4,22.2,21.8,
2013-09-28,Dinner,1678.2,64.1,13.3,8.1,21.2,0.0,82.6,2796.0,1195.1,171.7,11.5,33.8,74.6,3.1,7.1,3.1,5.1,
2013-09-28,Snacks,407.0,18.6,7.5,1.0,0.0,0.0,30.0,507.0,315.0,46.2,7.6,18.8,18.1,8.6,10.5,22.0,9.4,
2013-09-29,Breakfast,529.5,12.4,5.4,0.0,0.0,0.0,154.3,923.3,313.5,22.2,0.0,17.9,85.1,27.8,5.4,65.3,5.4,
2013-09-29,Lunch,810.0,34.8,8.1,4.0,4.1,0.0,0.0,1085.6,60.8,99.5,14.3,24.4,31.8,2.3,5.3,8.8,17.1,
2013-09-29,Dinner,1153.6,36.1,10.6,1.4,10.3,0.0,146.6,1090.4,632.0,113.7,16.0,20.7,76.6,4.7,5.1,8.1,30.6,
2013-09-29,Snacks,450.8,15.8,2.6,2.0,0.0,0.0,0.0,397.7,10.4,63.3,10.6,27.0,16.9,0.0,0.2,8.1,15.9,
2013-09-30,Breakfast,553.0,12.7,5.6,0.0,0.0,0.0,154.0,1006.0,304.0,24.2,0.0,19.6,88.2,29.0,6.0,69.0,6.0,
2013-09-30,Lunch,477.7,18.9,5.7,0.5,2.9,0.0,89.1,2394.3,2185.9,43.9,15.5,13.4,36.6,483.1,270.5,50.7,49.2,
2013-09-30,Dinner,1243.3,61.4,4.6,2.4,5.0,0.0,292.3,1944.0,72.9,111.1,9.4,28.1,64.0,6.7,191.3,12.9,31.7,
2013-09-30,Snacks,910.2,28.8,5.6,3.5,2.5,0.0,0.0,587.1,2.6,131.9,24.1,29.7,34.3,0.0,0.0,21.0,39.5,
2013-10-01,Breakfast,395.4,10.4,4.2,0.0,0.0,0.0,111.2,700.8,205.2,16.9,0.0,13.7,60.7,25.4,4.2,47.7,4.2,
2013-10-01,Lunch,735.9,22.3,7.4,1.4,4.0,0.0,196.0,3134.3,2195.2,45.3,12.9,13.2,76.0,382.9,141.6,49.2,52.0,
2013-10-01,Dinner,1460.0,100.3,28.6,0.0,0.0,0.8,3.5,4954.0,18.5,15.1,4.8,0.0,127.1,0.0,0.0,0.0,0.0,
2013-10-01,Snacks,415.0,15.5,0.5,0.5,1.5,0.0,0.0,90.0,0.0,60.0,4.0,6.0,10.5,0.0,0.0,0.0,8.0,
2013-10-02,Breakfast,395.4,10.4,4.2,0.0,0.0,0.0,111.2,700.8,205.2,16.9,0.0,13.7,60.7,25.4,4.2,47.7,4.2,
2013-10-02,Lunch,715.3,33.8,13.2,0.9,9.9,1.2,194.6,2348.2,2175.6,37.9,12.7,11.9,66.3,384.4,138.7,50.5,59.7,
2013-10-02,Dinner,762.2,24.1,6.5,3.8,7.3,0.0,166.3,674.5,549.6,68.3,2.8,22.1,64.0,3.4,11.3,7.7,22.5,
2013-10-02,Snacks,802.0,22.5,5.6,2.2,1.0,0.0,10.2,408.2,102.9,121.8,22.3,25.1,29.9,3.4,7.1,12.7,35.6,
2013-10-03,Breakfast,395.4,10.4,4.2,0.0,0.0,0.0,111.2,700.8,205.2,16.9,0.0,13.7,60.7,25.4,4.2,47.7,4.2,
2013-10-03,Lunch,779.4,33.0,10.6,3.7,8.2,0.0,105.0,2711.8,1503.1,63.9,10.6,20.4,61.0,387.9,135.9,47.2,57.1,
2013-10-03,Dinner,1283.6,46.6,13.1,8.4,10.1,0.0,44.0,1863.7,1183.4,142.7,16.7,55.1,85.8,14.4,27.8,30.3,25.9,
2013-10-03,Snacks,793.0,17.0,5.7,0.8,3.0,0.0,15.3,132.7,154.4,135.3,22.3,28.5,27.4,5.0,10.6,7.1,39.2,
2013-10-04,Breakfast,553.0,12.7,5.6,0.0,0.0,0.0,154.0,1006.0,304.0,24.2,0.0,19.6,88.2,29.0,6.0,69.0,6.0,
2013-10-04,Lunch,773.9,25.1,8.5,0.4,3.7,0.0,139.3,2953.8,1943.7,72.6,24.6,12.6,69.2,383.9,136.8,57.1,69.2,
2013-10-04,Dinner,744.8,23.5,10.6,2.3,4.6,0.0,96.6,3008.0,1002.4,90.1,7.6,14.2,43.5,14.8,11.4,20.0,29.6,
2013-10-04,Snacks,1458.0,54.2,12.1,6.3,8.3,0.0,7.6,1009.8,77.2,191.1,38.8,46.4,59.5,2.5,5.3,23.1,63.5,
2013-10-05,Breakfast,555.6,12.7,5.6,0.0,0.0,0.0,155.3,1007.7,307.8,24.2,0.0,19.6,88.7,29.0,6.0,69.3,6.0,
2013-10-05,Lunch,985.3,56.5,24.6,3.0,14.3,0.0,202.2,3617.4,991.2,61.6,13.4,15.5,64.6,19.3,22.6,19.2,30.3,
2013-10-05,Dinner,1486.4,62.7,22.2,4.7,16.4,0.4,841.2,1397.5,1079.8,104.1,7.7,3.0,93.8,21.8,2.1,25.8,67.3,
2013-10-05,Snacks,737.2,15.4,4.5,0.7,2.4,0.0,8.9,116.4,109.8,133.0,16.3,54.3,21.1,2.9,6.5,5.3,31.1,
2013-10-06,Breakfast,566.0,12.9,5.7,0.0,0.0,0.0,160.5,1014.5,323.0,24.4,0.0,19.7,90.9,29.0,6.0,70.5,6.0,
2013-10-06,Lunch,318.5,25.8,9.2,3.0,9.0,0.0,578.3,264.3,210.0,0.0,0.0,0.0,28.8,24.2,0.0,37.0,12.0,
2013-10-06,Dinner,660.0,43.5,16.0,0.0,0.0,0.0,120.0,1400.0,0.0,32.0,1.0,2.0,32.0,0.0,0.0,0.0,8.0,
2013-10-06,Snacks,1081.0,42.0,8.0,4.1,0.5,0.0,5.1,853.6,51.4,134.9,28.4,29.8,43.9,1.7,3.5,18.4,42.8,
2013-10-07,Breakfast,398.0,10.4,4.2,0.0,0.0,0.0,112.5,702.5,209.0,16.9,0.0,13.7,61.2,25.4,4.2,48.0,4.2,
2013-10-07,Lunch,815.6,45.1,7.6,0.6,2.9,0.0,117.3,3655.2,1775.7,60.9,11.7,14.1,76.9,382.5,146.3,40.7,43.8,
2013-10-07,Dinner,591.9,19.0,5.3,3.4,6.1,0.0,115.7,831.2,380.9,54.4,1.2,6.0,50.7,5.5,1.8,25.1,8.4,
2013-10-07,Snacks,1327.7,40.4,10.2,3.3,1.4,0.0,14.0,657.3,141.5,196.2,35.7,42.6,48.1,4.6,11.8,18.5,57.8,
2013-10-08,Breakfast,398.0,10.4,4.2,0.0,0.0,0.0,112.5,702.5,209.0,16.9,0.0,13.7,61.2,25.4,4.2,48.0,4.2,
2013-10-08,Lunch,843.4,30.1,6.3,3.9,6.1,0.0,117.3,3267.8,1851.7,90.3,15.9,26.3,63.4,767.0,150.3,79.2,61.4,
2013-10-08,Dinner,1039.1,41.0,14.0,1.4,11.3,0.0,149.3,2766.5,2975.6,114.7,29.5,31.8,71.0,474.2,173.4,33.1,68.9,
2013-10-08,Snacks,572.0,13.1,3.7,0.6,2.1,0.0,6.4,108.6,74.7,99.1,13.1,35.8,17.5,2.1,4.6,4.0,25.5,
2013-10-09,Breakfast,909.9,22.3,10.0,0.3,1.5,0.0,169.3,1047.8,382.0,81.3,9.2,30.9,99.0,33.3,11.3,72.6,21.6,
2013-10-09,Lunch,591.5,20.5,9.4,0.8,1.3,0.0,102.2,1818.3,744.9,45.7,7.2,1.1,45.2,7.3,0.2,44.6,23.3,
2013-10-09,Dinner,844.4,34.2,11.4,3.4,12.4,0.0,62.9,2147.3,1077.9,92.2,30.4,11.5,40.8,40.7,11.2,20.2,41.7,
2013-10-09,Snacks,100.0,3.0,0.0,0.5,2.0,0.0,0.0,95.0,45.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,
2013-10-10,Breakfast,553.0,12.7,5.6,0.0,0.0,0.0,154.0,1006.0,304.0,24.2,0.0,19.6,88.2,29.0,6.0,69.0,6.0,
2013-10-10,Lunch,554.7,25.4,7.2,3.1,5.3,0.0,91.8,2228.5,1428.0,46.0,9.7,13.1,39.1,381.4,133.0,42.5,48.9,
2013-10-10,Dinner,1096.9,25.0,9.8,0.3,1.5,0.0,137.1,363.5,746.7,104.2,12.0,17.0,61.8,25.1,22.3,9.4,50.9,
2013-10-10,Snacks,805.0,31.8,5.1,3.5,2.0,0.0,0.0,698.9,45.0,100.8,17.6,22.1,29.3,0.0,0.0,13.0,29.4,
2013-10-11,Breakfast,553.0,12.7,5.6,0.0,0.0,0.0,154.0,1006.0,304.0,24.2,0.0,19.6,88.2,29.0,6.0,69.0,6.0,
2013-10-11,Lunch,535.2,16.1,6.1,0.8,5.6,0.0,98.8,2660.2,2082.1,50.4,15.2,14.5,48.2,384.5,146.1,44.0,50.9,
2013-10-11,Dinner,729.9,46.6,12.9,9.1,17.8,0.0,767.0,700.4,418.7,40.8,8.5,9.2,50.9,31.2,0.0,51.0,29.4,
2013-10-11,Snacks,681.0,20.8,4.5,2.1,0.5,0.0,5.1,474.7,51.4,103.1,17.4,25.8,24.1,1.7,3.5,18.4,27.4,
2013-10-12,Breakfast,398.0,10.4,4.2,0.0,0.0,0.0,112.5,702.5,209.0,16.9,0.0,13.7,61.2,25.4,4.2,48.0,4.2,
2013-10-12,Lunch,1168.5,64.2,18.4,11.4,25.1,0.0,844.1,3365.8,1173.1,82.3,5.9,8.1,75.3,53.0,7.0,59.6,49.1,
2013-10-12,Dinner,674.0,22.3,4.3,0.0,0.0,0.0,120.0,355.0,0.0,48.3,2.0,3.0,53.0,4.0,0.0,20.0,3.0,
2013-10-12,Snacks,575.5,21.6,4.3,3.0,1.0,0.0,0.0,481.4,0.0,76.2,14.6,19.1,20.5,0.0,0.0,18.8,20.8,
2013-10-13,Breakfast,553.0,12.7,5.6,0.0,0.0,0.0,154.0,1006.0,304.0,24.2,0.0,19.6,88.2,29.0,6.0,69.0,6.0,
2013-10-13,Dinner,1075.1,31.7,7.8,5.1,13.2,0.0,839.6,512.9,358.4,96.6,4.0,5.4,44.9,25.1,4.5,15.0,48.8,
2013-10-13,Snacks,793.9,27.8,5.1,2.1,4.7,0.0,6.8,467.2,158.4,110.3,14.9,20.8,24.1,2.2,4.7,7.1,27.6,
2013-10-14,Breakfast,540.0,12.5,5.5,0.0,0.0,0.0,147.5,997.5,285.0,24.0,0.0,19.5,85.5,29.0,6.0,67.5,6.0,
2013-10-14,Lunch,695.5,33.1,7.5,5.1,13.6,0.0,88.4,2485.5,2076.5,63.5,16.0,26.7,43.9,383.4,147.2,46.2,54.2,
2013-10-14,Dinner,976.9,38.7,12.7,5.6,15.1,0.0,146.9,3593.3,1313.7,102.6,18.1,14.0,56.1,52.3,188.6,17.7,41.2,
2013-10-14,Snacks,1171.5,45.0,8.9,4.5,3.0,0.0,0.0,916.9,45.0,157.4,25.4,40.8,37.6,0.0,2.0,29.8,40.3,
2013-10-15,Breakfast,380.0,10.1,4.1,0.0,0.0,0.0,105.5,679.5,190.0,16.3,0.0,13.3,57.7,25.2,4.1,45.7,4.1,
2013-10-15,Lunch,572.8,22.4,6.0,3.4,7.0,0.0,88.4,2480.4,1644.7,55.4,12.7,22.5,42.2,287.9,109.2,42.4,46.4,
2013-10-15,Dinner,1456.0,97.6,31.2,0.0,0.0,0.8,20.0,4888.0,0.0,15.2,4.8,0.0,132.0,4.8,0.0,12.0,0.0,
2013-10-15,Snacks,560.0,26.3,5.8,3.0,7.0,0.0,0.0,555.5,0.0,60.0,15.3,16.3,26.0,0.0,0.0,10.0,23.0,
2013-10-16,Breakfast,540.0,12.5,5.5,0.0,0.0,0.0,147.5,997.5,285.0,24.0,0.0,19.5,85.5,29.0,6.0,67.5,6.0,
2013-10-16,Lunch,566.1,23.3,4.8,4.4,11.2,0.4,90.3,1950.5,1637.2,47.7,10.6,21.0,45.3,284.0,107.9,17.8,47.8,
2013-10-16,Dinner,792.1,38.7,14.5,2.3,14.9,0.0,270.1,254.8,1451.5,17.4,4.0,1.9,89.9,62.9,21.0,10.4,70.3,
2013-10-16,Snacks,1177.5,36.2,9.3,3.2,2.3,0.0,12.7,549.6,128.6,174.2,30.8,38.8,40.4,4.2,8.9,24.9,48.0,
2013-10-17,Breakfast,530.0,12.4,5.4,0.0,0.0,0.0,146.5,968.5,285.0,23.3,0.0,18.9,84.0,28.6,5.8,66.0,5.8,
2013-10-17,Lunch,710.2,21.0,3.6,4.1,8.4,0.0,61.5,1665.9,1458.5,89.2,16.2,42.3,46.7,283.1,105.6,21.4,47.1,
2013-10-17,Dinner,621.9,27.1,9.6,1.2,1.1,0.0,114.2,1051.8,766.8,64.2,6.3,15.0,32.1,56.1,172.3,12.8,25.5,
2013-10-17,Snacks,1098.5,39.0,7.2,4.8,0.5,0.0,5.1,920.3,51.4,145.7,30.2,31.6,45.0,1.7,3.5,21.0,45.6,
2013-10-18,Breakfast,583.0,15.8,6.0,0.0,1.4,0.0,153.0,1004.0,304.0,24.7,0.4,19.8,88.5,28.6,5.8,67.5,6.6,
2013-10-18,Lunch,695.6,44.7,6.7,2.6,4.3,0.0,62.2,2159.6,2603.3,91.6,15.7,16.5,67.0,1066.1,522.5,63.4,152.5,
2013-10-18,Dinner,651.2,34.2,14.5,1.8,12.8,1.4,174.5,1814.2,1559.8,23.6,8.2,6.7,63.8,8.9,30.1,23.5,36.4,
2013-10-18,Snacks,1255.5,38.1,9.2,2.4,1.0,0.0,10.2,651.4,102.9,192.8,29.2,51.5,39.6,3.4,7.1,22.7,48.3,
2013-10-19,Breakfast,543.0,12.6,5.5,0.0,0.0,0.0,153.0,977.0,304.0,23.5,0.0,19.0,86.7,28.6,5.8,67.5,5.8,
2013-10-19,Lunch,1333.4,54.5,13.3,9.6,16.3,0.0,115.8,2966.8,1873.2,156.0,27.8,39.9,65.4,289.6,116.0,26.3,73.5,
2013-10-19,Dinner,457.5,20.7,5.1,0.6,5.2,0.5,84.3,1584.1,1522.9,40.1,19.6,8.7,41.7,283.8,105.0,16.4,42.4,
2013-10-19,Snacks,1167.2,28.9,4.5,7.6,1.0,0.0,0.0,1161.6,10.4,189.5,33.3,55.2,43.9,0.0,0.2,37.6,50.2,
2013-10-20,Breakfast,375.0,10.0,4.0,0.0,0.0,0.0,105.0,665.0,190.0,16.0,0.0,13.0,57.0,25.0,4.0,45.0,4.0,
2013-10-20,Lunch,744.1,39.9,6.4,6.6,11.0,0.0,135.6,1757.8,133.1,27.3,0.9,0.3,33.4,0.0,0.0,1.7,7.7,
2013-10-20,Dinner,567.0,72.0,13.5,0.0,0.0,0.0,87.0,107.6,822.0,32.8,4.4,5.0,33.1,35.0,22.0,2.0,49.0,
2013-10-20,Snacks,774.0,36.4,16.8,1.4,0.2,0.0,78.3,857.4,73.6,125.2,6.1,61.3,15.1,23.6,4.2,11.6,40.2,
2013-10-21,Breakfast,533.0,12.4,5.4,0.0,0.0,0.0,152.0,948.0,304.0,22.8,0.0,18.4,85.2,28.2,5.6,66.0,5.6,
2013-10-21,Lunch,533.3,16.0,5.5,0.8,3.0,0.0,102.0,2890.6,2084.2,53.5,15.8,16.2,46.1,382.9,145.4,51.3,52.5,
2013-10-21,Dinner,818.6,63.4,15.5,0.9,2.0,0.0,123.7,1968.2,1453.5,75.9,25.3,12.5,61.9,26.2,39.0,27.1,67.2,
2013-10-21,Snacks,1250.7,42.9,14.1,3.7,1.9,2.0,29.6,1015.0,142.0,207.3,26.7,65.3,38.7,11.0,8.9,40.8,58.1,
2013-10-22,Breakfast,523.0,12.3,5.3,0.0,0.0,0.0,151.0,919.0,304.0,22.1,0.0,17.8,83.7,27.8,5.4,64.5,5.4,
2013-10-22,Lunch,711.9,23.4,6.5,3.0,6.5,0.0,80.5,2649.0,2065.2,84.1,19.9,24.4,46.4,335.5,124.7,53.0,59.2,
2013-10-22,Dinner,1073.6,47.6,16.8,2.3,3.5,0.0,257.2,3589.5,385.3,61.5,30.4,7.6,127.4,33.3,153.8,21.5,80.8,
2013-10-22,Snacks,716.7,15.6,6.2,0.3,1.4,0.0,13.7,88.4,138.9,123.8,20.5,27.3,23.3,4.5,9.6,6.4,34.0,
2013-10-23,Breakfast,523.0,12.3,5.3,0.0,0.0,0.0,151.0,919.0,304.0,22.1,0.0,17.8,83.7,27.8,5.4,64.5,5.4,
2013-10-23,Lunch,503.4,22.3,7.0,1.5,6.8,0.0,99.2,2372.3,1818.4,39.6,12.9,12.9,38.6,336.6,129.9,46.6,42.8,
2013-10-23,Dinner,655.9,25.0,6.2,5.6,5.9,0.0,160.0,1204.7,560.9,64.7,1.0,6.9,28.7,11.4,6.0,9.1,17.9,
2013-10-23,Snacks,1396.5,48.2,13.7,3.1,2.2,0.0,22.4,656.5,114.4,196.6,34.9,46.0,48.1,6.3,7.8,18.1,58.0,
2013-10-24,Breakfast,523.0,12.3,5.3,0.0,0.0,0.0,151.0,919.0,304.0,22.1,0.0,17.8,83.7,27.8,5.4,64.5,5.4,
2013-10-24,Lunch,526.3,29.4,9.3,2.1,10.4,0.0,92.5,2131.2,1718.7,38.5,14.0,9.1,30.8,336.7,125.2,51.1,37.8,
2013-10-24,Dinner,428.4,12.3,4.9,1.5,2.1,0.0,147.4,377.4,1063.2,27.2,8.2,4.0,52.8,76.2,252.0,16.1,14.3,
2013-10-24,Snacks,1004.0,42.2,9.7,4.6,7.0,2.0,0.0,963.5,0.0,123.1,24.6,38.6,41.1,0.0,0.0,26.4,37.2,
2013-10-25,Breakfast,523.0,12.3,5.3,0.0,0.0,0.0,151.0,919.0,304.0,22.1,0.0,17.8,83.7,27.8,5.4,64.5,5.4,
2013-10-25,Lunch,601.7,27.6,6.7,3.0,6.3,0.0,99.5,2648.4,1402.1,50.7,9.8,21.3,48.1,241.1,93.9,40.2,40.4,
2013-10-25,Dinner,700.0,11.3,6.3,0.0,0.0,0.0,25.0,1250.0,0.0,117.5,5.0,12.5,25.0,10.0,0.0,37.5,10.0,
2013-10-25,Snacks,1085.9,37.3,10.6,2.3,2.0,0.0,20.4,458.3,104.0,151.4,25.9,33.7,36.5,5.7,7.1,14.8,44.4,
2013-10-26,Breakfast,553.0,12.7,5.6,0.0,0.0,0.0,154.0,1006.0,304.0,24.2,0.0,19.6,88.2,29.0,6.0,69.0,6.0,
2013-10-26,Lunch,755.4,25.2,6.8,4.5,7.7,0.0,97.8,2460.3,999.0,71.8,16.6,2.0,33.5,2.4,5.2,16.4,29.3,
2013-10-26,Dinner,954.2,42.2,1.1,0.2,0.0,0.0,257.2,1153.3,458.0,74.2,6.1,14.7,69.4,56.0,172.5,29.6,31.1,
2013-10-26,Snacks,866.5,27.5,4.7,4.0,0.0,0.0,0.0,703.1,6.2,125.1,21.7,36.6,32.2,0.0,0.1,18.1,35.9,
2013-10-27,Breakfast,606.5,13.5,6.2,0.0,0.0,0.0,156.8,1175.8,294.5,28.3,0.0,23.2,95.9,31.4,7.2,77.3,7.2,
2013-10-27,Lunch,716.7,40.1,8.9,3.9,7.7,0.0,454.8,1237.0,151.8,53.0,2.7,22.1,30.5,16.8,3.0,26.1,31.6,
2013-10-27,Snacks,2206.4,77.5,17.7,8.9,8.8,0.0,18.3,1623.4,107.6,303.2,56.4,87.0,84.4,5.2,6.6,38.9,90.1,
2013-10-28,Breakfast,1040.9,27.0,11.9,0.3,2.3,0.0,167.9,977.0,293.6,104.1,14.9,29.8,98.6,234.5,6.8,69.3,28.7,
2013-10-28,Lunch,444.9,15.5,5.1,0.8,4.4,0.0,96.5,2573.5,1893.4,40.4,14.3,10.8,38.9,357.5,132.1,38.5,44.1,
2013-10-28,Dinner,350.0,8.8,2.8,0.0,0.0,0.1,129.3,398.8,100.0,42.5,5.0,7.9,37.4,37.5,6.0,15.8,5.5,
2013-10-28,Snacks,769.5,34.6,7.8,3.0,7.0,0.0,0.0,561.2,0.0,87.0,18.2,24.0,31.2,0.0,0.0,11.9,30.8,
