Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2019-01-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1179.0,90,,,,,
2019-01-26,Fitbit calorie adjustment,Cardio,-769.0,1,,,,,
2019-01-27,"Aerobics, general",Cardio,500.0,42,,,,,
2019-01-27,Fitbit calorie adjustment,Cardio,-976.0,1,,,,,
2019-01-27,"Running (jogging), 8 mph (7.5 min mile)",Cardio,942.0,67,,,,,
2019-01-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,798.0,61,,,,,
2019-01-28,Fitbit calorie adjustment,Cardio,-522.0,1,,,,,
2019-01-29,Fitbit calorie adjustment,Cardio,-549.0,1,,,,,
2019-01-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,753.0,60,,,,,
2019-01-30,Fitbit calorie adjustment,Cardio,-522.0,1,,,,,
2019-01-31,"Aerobics, general",Cardio,998.0,93,,,,,
2019-01-31,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,404.0,31,,,,,
2019-01-31,Fitbit calorie adjustment,Cardio,-534.0,1,,,,,
2019-02-01,"Aerobics, general",Cardio,849.0,62,,,,,
2019-02-01,Fitbit calorie adjustment,Cardio,-762.0,1,,,,,
2019-02-02,"Aerobics, general",Cardio,625.0,53,,,,,
2019-02-02,Fitbit calorie adjustment,Cardio,-457.0,1,,,,,
2019-02-02,"Running (jogging), 7 mph (8.5 min mile)",Cardio,375.0,31,,,,,
2019-02-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3400.0,269,,,,,
2019-02-03,Fitbit calorie adjustment,Cardio,-498.0,1,,,,,
2019-02-04,"Aerobics, general",Cardio,912.0,71,,,,,
2019-02-04,Fitbit calorie adjustment,Cardio,-495.0,1,,,,,
2019-02-05,"Aerobics, general",Cardio,457.0,37,,,,,
2019-02-05,"Aerobics, general",Cardio,469.0,38,,,,,
2019-02-05,Fitbit calorie adjustment,Cardio,-430.0,1,,,,,
2019-02-06,Fitbit calorie adjustment,Cardio,-776.0,1,,,,,
2019-02-07,Fitbit calorie adjustment,Cardio,-576.0,1,,,,,
2019-02-08,Fitbit calorie adjustment,Cardio,-558.0,1,,,,,
2019-02-09,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,857.0,75,,,,,
2019-02-09,Fitbit calorie adjustment,Cardio,-751.0,1,,,,,
2019-02-10,"Aerobics, general",Cardio,516.0,43,,,,,
2019-02-10,"Aerobics, general",Cardio,627.0,50,,,,,
2019-02-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,375.0,34,,,,,
2019-02-10,Fitbit calorie adjustment,Cardio,-1089.0,1,,,,,
2019-02-11,"Aerobics, general",Cardio,88.0,8,,,,,
2019-02-11,"Aerobics, general",Cardio,571.0,48,,,,,
2019-02-11,Fitbit calorie adjustment,Cardio,-490.0,1,,,,,
2019-02-12,"Aerobics, general",Cardio,55.0,6,,,,,
2019-02-12,"Aerobics, general",Cardio,813.0,61,,,,,
2019-02-12,Fitbit calorie adjustment,Cardio,-566.0,1,,,,,
2019-02-13,"Aerobics, general",Cardio,310.0,27,,,,,
2019-02-13,"Aerobics, general",Cardio,694.0,55,,,,,
2019-02-13,Fitbit calorie adjustment,Cardio,-390.0,1,,,,,
2019-02-14,"Aerobics, general",Cardio,278.0,23,,,,,
2019-02-14,"Aerobics, general",Cardio,684.0,58,,,,,
2019-02-14,Fitbit calorie adjustment,Cardio,-715.0,1,,,,,
2019-02-15,"Aerobics, general",Cardio,189.0,17,,,,,
2019-02-15,"Aerobics, general",Cardio,689.0,50,,,,,
2019-02-15,Fitbit calorie adjustment,Cardio,-293.0,1,,,,,
2019-02-16,"Aerobics, general",Cardio,355.0,30,,,,,
2019-02-16,"Aerobics, general",Cardio,824.0,60,,,,,
2019-02-16,Fitbit calorie adjustment,Cardio,-662.0,1,,,,,
2019-02-17,"Aerobics, general",Cardio,950.0,83,,,,,
2019-02-17,Fitbit calorie adjustment,Cardio,-853.0,1,,,,,
2019-02-18,"Aerobics, general",Cardio,775.0,59,,,,,
2019-02-18,Fitbit calorie adjustment,Cardio,-653.0,1,,,,,
2019-02-19,"Aerobics, general",Cardio,360.0,31,,,,,
2019-02-19,"Aerobics, general",Cardio,900.0,65,,,,,
2019-02-19,Fitbit calorie adjustment,Cardio,-611.0,1,,,,,
2019-02-20,Fitbit calorie adjustment,Cardio,-616.0,1,,,,,
2019-02-21,"Aerobics, general",Cardio,287.0,26,,,,,
2019-02-21,"Aerobics, general",Cardio,680.0,46,,,,,
2019-02-21,Fitbit calorie adjustment,Cardio,-534.0,1,,,,,
2019-02-22,"Aerobics, general",Cardio,284.0,26,,,,,
2019-02-22,"Aerobics, general",Cardio,799.0,55,,,,,
2019-02-22,Fitbit calorie adjustment,Cardio,-671.0,1,,,,,
2019-02-23,"Aerobics, general",Cardio,757.0,60,,,,,
2019-02-23,"Aerobics, general",Cardio,766.0,54,,,,,
2019-02-23,Fitbit calorie adjustment,Cardio,-915.0,1,,,,,
2019-02-24,"Aerobics, general",Cardio,1380.0,131,,,,,
2019-02-24,Fitbit calorie adjustment,Cardio,-285.0,1,,,,,
2019-02-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,792.0,61,,,,,
2019-02-25,Fitbit calorie adjustment,Cardio,-342.0,1,,,,,
2019-02-26,Fitbit calorie adjustment,Cardio,-529.0,1,,,,,
2019-02-27,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,261.0,25,,,,,
2019-02-27,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,820.0,61,,,,,
2019-02-27,Fitbit calorie adjustment,Cardio,-604.0,1,,,,,
2019-02-28,Fitbit calorie adjustment,Cardio,-171.0,1,,,,,
2019-03-01,Fitbit calorie adjustment,Cardio,-472.0,1,,,,,
2019-03-02,Fitbit calorie adjustment,Cardio,-862.0,1,,,,,
2019-03-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,642.0,51,,,,,
2019-03-03,Fitbit calorie adjustment,Cardio,-800.0,1,,,,,
2019-03-04,Fitbit calorie adjustment,Cardio,-519.0,1,,,,,
2019-03-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,918.0,71,,,,,
2019-03-05,Fitbit calorie adjustment,Cardio,-643.0,1,,,,,
2019-03-06,"Aerobics, general",Cardio,500.0,55,,,,,
2019-03-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,941.0,77,,,,,
2019-03-06,Fitbit calorie adjustment,Cardio,-817.0,1,,,,,
2019-03-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,895.0,66,,,,,
2019-03-07,Fitbit calorie adjustment,Cardio,-234.0,1,,,,,
2019-03-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,898.0,75,,,,,
2019-03-08,Fitbit calorie adjustment,Cardio,-255.0,1,,,,,
2019-03-09,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2650.0,214,,,,,
2019-03-09,Fitbit calorie adjustment,Cardio,-446.0,1,,,,,
2019-03-10,"Aerobics, general",Cardio,368.0,33,,,,,
2019-03-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1556.0,120,,,,,
2019-03-10,Fitbit calorie adjustment,Cardio,-762.0,1,,,,,
2019-03-10,"Running (jogging), 8 mph (7.5 min mile)",Cardio,558.0,44,,,,,
2019-03-11,Fitbit calorie adjustment,Cardio,-427.0,1,,,,,
2019-03-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2100.0,166,,,,,
2019-03-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,660.0,51,,,,,
2019-03-12,Fitbit calorie adjustment,Cardio,-618.0,1,,,,,
2019-03-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,837.0,66,,,,,
2019-03-13,Fitbit calorie adjustment,Cardio,-736.0,1,,,,,
2019-03-14,"Aerobics, general",Cardio,744.0,79,,,,,
2019-03-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,438.0,41,,,,,
2019-03-14,Fitbit calorie adjustment,Cardio,-549.0,1,,,,,
2019-03-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,811.0,61,,,,,
2019-03-15,Fitbit calorie adjustment,Cardio,-557.0,1,,,,,
2019-03-16,"Aerobics, general",Cardio,1453.0,129,,,,,
2019-03-16,Fitbit calorie adjustment,Cardio,-116.0,1,,,,,
2019-03-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3500.0,288,,,,,
2019-03-17,Fitbit calorie adjustment,Cardio,-1189.0,1,,,,,
2019-03-18,Fitbit calorie adjustment,Cardio,-642.0,1,,,,,
2019-03-19,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,600.0,57,,,,,
2019-03-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,700.0,50,,,,,
2019-03-19,Fitbit calorie adjustment,Cardio,-481.0,1,,,,,
2019-03-20,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,934.0,71,,,,,
2019-03-20,Fitbit calorie adjustment,Cardio,-370.0,1,,,,,
2019-03-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,790.0,61,,,,,
2019-03-21,Fitbit calorie adjustment,Cardio,-796.0,1,,,,,
2019-03-23,Fitbit calorie adjustment,Cardio,-429.0,1,,,,,
2019-03-24,Fitbit calorie adjustment,Cardio,-433.0,1,,,,,
2019-03-25,"Aerobics, general",Cardio,842.0,65,,,,,
2019-03-25,Fitbit calorie adjustment,Cardio,-736.0,1,,,,,
2019-03-26,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2400.0,169,,,,,
2019-03-26,Fitbit calorie adjustment,Cardio,-596.0,1,,,,,
2019-03-27,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3000.0,246,,,,,
2019-03-27,Fitbit calorie adjustment,Cardio,-680.0,1,,,,,
2019-03-28,"Aerobics, general",Cardio,631.0,48,,,,,
2019-03-28,Fitbit calorie adjustment,Cardio,-313.0,1,,,,,
2019-03-29,"Aerobics, general",Cardio,800.0,67,,,,,
2019-03-29,Fitbit calorie adjustment,Cardio,-616.0,1,,,,,
2019-03-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1450.0,115,,,,,
2019-03-30,Fitbit calorie adjustment,Cardio,-934.0,1,,,,,
2019-03-31,"Aerobics, general",Cardio,558.0,46,,,,,
2019-03-31,Fitbit calorie adjustment,Cardio,-547.0,1,,,,,
2019-03-31,"Running (jogging), 7.5 mph (8 min mile)",Cardio,932.0,73,,,,,
2019-04-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1800.0,142,,,,,
2019-04-01,Fitbit calorie adjustment,Cardio,-514.0,1,,,,,
2019-04-02,"Aerobics, general",Cardio,817.0,63,,,,,
2019-04-02,Fitbit calorie adjustment,Cardio,-825.0,1,,,,,
2019-04-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,712.0,60,,,,,
2019-04-03,Fitbit calorie adjustment,Cardio,-578.0,1,,,,,
2019-04-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,870.0,70,,,,,
2019-04-04,Fitbit calorie adjustment,Cardio,-599.0,1,,,,,
2019-04-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,870.0,70,,,,,
2019-04-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,630.0,46,,,,,
2019-04-05,Fitbit calorie adjustment,Cardio,-581.0,1,,,,,
2019-04-06,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2500.0,203,,,,,
2019-04-06,Fitbit calorie adjustment,Cardio,-823.0,1,,,,,
2019-04-07,"Aerobics, general",Cardio,600.0,45,,,,,
2019-04-07,Fitbit calorie adjustment,Cardio,-489.0,1,,,,,
2019-04-07,"Running (jogging), 7 mph (8.5 min mile)",Cardio,1000.0,81,,,,,
2019-04-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1553.0,107,,,,,
2019-04-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,529.0,37,,,,,
2019-04-08,Fitbit calorie adjustment,Cardio,-743.0,1,,,,,
2019-04-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1250.0,101,,,,,
2019-04-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,660.0,46,,,,,
2019-04-09,Fitbit calorie adjustment,Cardio,-498.0,1,,,,,
2019-04-10,Fitbit calorie adjustment,Cardio,-627.0,1,,,,,
2019-04-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1400.0,106,,,,,
2019-04-11,Fitbit calorie adjustment,Cardio,-737.0,1,,,,,
2019-04-12,Fitbit calorie adjustment,Cardio,-578.0,1,,,,,
2019-04-13,"Aerobics, general",Cardio,1300.0,112,,,,,
2019-04-13,Fitbit calorie adjustment,Cardio,-651.0,1,,,,,
2019-04-14,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,3100.0,270,,,,,
2019-04-14,Fitbit calorie adjustment,Cardio,-965.0,1,,,,,
2019-04-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1050.0,80,,,,,
2019-04-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,657.0,50,,,,,
2019-04-15,Fitbit calorie adjustment,Cardio,-701.0,1,,,,,
2019-04-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1170.0,105,,,,,
2019-04-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,670.0,50,,,,,
2019-04-16,Fitbit calorie adjustment,Cardio,-651.0,1,,,,,
2019-04-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2200.0,183,,,,,
2019-04-17,Fitbit calorie adjustment,Cardio,-350.0,1,,,,,
2019-04-18,Fitbit calorie adjustment,Cardio,-130.0,1,,,,,
2019-04-19,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,3800.0,321,,,,,
2019-04-19,Fitbit calorie adjustment,Cardio,-610.0,1,,,,,
2019-04-20,Fitbit calorie adjustment,Cardio,-685.0,1,,,,,
2019-04-21,Fitbit calorie adjustment,Cardio,-497.0,1,,,,,
2019-04-21,"Running (jogging), 8 mph (7.5 min mile)",Cardio,550.0,40,,,,,
2019-04-22,"Aerobics, general",Cardio,950.0,89,,,,,
2019-04-22,Fitbit calorie adjustment,Cardio,-267.0,1,,,,,
2019-04-23,"Bicycling, <10 mph, leisure (cycling, biking, bike riding)",Cardio,363.0,24,,,,,
2019-04-23,Fitbit calorie adjustment,Cardio,-187.0,1,,,,,
2019-04-24,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,705.0,56,,,,,
2019-04-24,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,700.0,51,,,,,
2019-04-24,Fitbit calorie adjustment,Cardio,-362.0,1,,,,,
2019-04-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1100.0,85,,,,,
2019-04-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,950.0,69,,,,,
2019-04-25,Fitbit calorie adjustment,Cardio,-544.0,1,,,,,
2019-04-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1275.0,108,,,,,
2019-04-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1111.0,80,,,,,
2019-04-26,Fitbit calorie adjustment,Cardio,-696.0,1,,,,,
2019-04-27,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,525.0,45,,,,,
2019-04-27,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3000.0,231,,,,,
2019-04-27,Fitbit calorie adjustment,Cardio,-687.0,1,,,,,
2019-04-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2200.0,185,,,,,
2019-04-28,Fitbit calorie adjustment,Cardio,-708.0,1,,,,,
2019-04-29,Fitbit calorie adjustment,Cardio,-515.0,1,,,,,
2019-04-30,Fitbit calorie adjustment,Cardio,-428.0,1,,,,,
2019-05-01,"Aerobics, general",Cardio,611.0,52,,,,,
2019-05-01,Fitbit calorie adjustment,Cardio,-437.0,1,,,,,
2019-05-02,Fitbit calorie adjustment,Cardio,-642.0,1,,,,,
2019-05-02,"Running (jogging), 8 mph (7.5 min mile)",Cardio,654.0,56,,,,,
2019-05-03,Fitbit calorie adjustment,Cardio,241.0,1,,,,,
2019-05-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2700.0,198,,,,,
2019-05-04,Fitbit calorie adjustment,Cardio,-246.0,1,,,,,
2019-05-05,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,107.0,14,,,,,
2019-05-05,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2967.0,243,,,,,
2019-05-05,Fitbit calorie adjustment,Cardio,-215.0,1,,,,,
2019-05-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,767.0,63,,,,,
2019-05-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,690.0,49,,,,,
2019-05-06,Fitbit calorie adjustment,Cardio,-425.0,1,,,,,
2019-05-07,Fitbit calorie adjustment,Cardio,-336.0,1,,,,,
2019-05-07,"Running (jogging), 7.5 mph (8 min mile)",Cardio,556.0,43,,,,,
2019-05-08,Fitbit calorie adjustment,Cardio,-381.0,1,,,,,
2019-05-09,"Aerobics, general",Cardio,722.0,58,,,,,
2019-05-09,Fitbit calorie adjustment,Cardio,-485.0,1,,,,,
2019-05-10,Fitbit calorie adjustment,Cardio,-375.0,1,,,,,
2019-05-11,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2850.0,200,,,,,
2019-05-11,Fitbit calorie adjustment,Cardio,-738.0,1,,,,,
2019-05-12,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,3450.0,291,,,,,
2019-05-12,Fitbit calorie adjustment,Cardio,-300.0,1,,,,,
2019-05-13,Fitbit calorie adjustment,Cardio,-367.0,1,,,,,
2019-05-13,"Running (jogging), 7.5 mph (8 min mile)",Cardio,851.0,59,,,,,
2019-05-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1250.0,100,,,,,
2019-05-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,900.0,65,,,,,
2019-05-14,Fitbit calorie adjustment,Cardio,-620.0,1,,,,,
2019-05-15,Fitbit calorie adjustment,Cardio,-505.0,1,,,,,
2019-05-15,"Running (jogging), 8 mph (7.5 min mile)",Cardio,820.0,56,,,,,
2019-05-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,560.0,41,,,,,
2019-05-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1283.0,87,,,,,
2019-05-16,Fitbit calorie adjustment,Cardio,-609.0,1,,,,,
2019-05-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,705.0,53,,,,,
2019-05-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,894.0,62,,,,,
2019-05-17,Fitbit calorie adjustment,Cardio,-322.0,1,,,,,
2019-05-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,294.0,29,,,,,
2019-05-18,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1223.0,86,,,,,
2019-05-18,Fitbit calorie adjustment,Cardio,-546.0,1,,,,,
2019-05-19,Fitbit calorie adjustment,Cardio,-101.0,1,,,,,
2019-05-20,Fitbit calorie adjustment,Cardio,-364.0,1,,,,,
2019-05-21,Fitbit calorie adjustment,Cardio,-573.0,1,,,,,
2019-05-22,Fitbit calorie adjustment,Cardio,-484.0,1,,,,,
2019-05-22,"Running (jogging), 8.6 mph (7 min mile)",Cardio,788.0,52,,,,,
2019-05-23,Fitbit calorie adjustment,Cardio,-479.0,1,,,,,
2019-05-23,"Running (jogging), 8 mph (7.5 min mile)",Cardio,795.0,57,,,,,
2019-05-24,Fitbit calorie adjustment,Cardio,307.0,1,,,,,
2019-05-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2950.0,221,,,,,
2019-05-25,Fitbit calorie adjustment,Cardio,-155.0,1,,,,,
2019-05-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3600.0,307,,,,,
2019-05-26,Fitbit calorie adjustment,Cardio,-840.0,1,,,,,
2019-05-27,Fitbit calorie adjustment,Cardio,-344.0,1,,,,,
2019-05-27,"Running (jogging), 7.5 mph (8 min mile)",Cardio,893.0,63,,,,,
2019-05-28,Fitbit calorie adjustment,Cardio,-665.0,1,,,,,
2019-05-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,880.0,67,,,,,
2019-05-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,725.0,56,,,,,
2019-05-29,Fitbit calorie adjustment,Cardio,-726.0,1,,,,,
2019-05-30,Fitbit calorie adjustment,Cardio,-591.0,1,,,,,
2019-05-30,"Running (jogging), 8 mph (7.5 min mile)",Cardio,530.0,41,,,,,
2019-05-31,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,593.0,42,,,,,
2019-05-31,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1424.0,91,,,,,
2019-05-31,Fitbit calorie adjustment,Cardio,-786.0,1,,,,,
2019-06-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3000.0,226,,,,,
2019-06-01,Fitbit calorie adjustment,Cardio,-388.0,1,,,,,
2019-06-02,"Aerobics, general",Cardio,415.0,41,,,,,
2019-06-02,Fitbit calorie adjustment,Cardio,-47.0,1,,,,,
2019-06-02,"Running (jogging), 8 mph (7.5 min mile)",Cardio,921.0,74,,,,,
2019-06-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,617.0,48,,,,,
2019-06-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,977.0,74,,,,,
2019-06-03,Fitbit calorie adjustment,Cardio,-1191.0,1,,,,,
2019-06-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1175.0,95,,,,,
2019-06-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,800.0,62,,,,,
2019-06-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1000.0,85,,,,,
2019-06-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1000.0,75,,,,,
2019-06-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1100.0,87,,,,,
2019-06-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,810.0,63,,,,,
2019-06-07,"Running (jogging), 8 mph (7.5 min mile)",Cardio,739.0,57,,,,,
2019-06-07,"Running (jogging), 8 mph (7.5 min mile)",Cardio,800.0,56,,,,,
2019-06-08,"Aerobics, general",Cardio,703.0,77,,,,,
2019-06-08,Fitbit calorie adjustment,Cardio,-959.0,1,,,,,
2019-06-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3000.0,239,,,,,
2019-06-09,Fitbit calorie adjustment,Cardio,-2.0,1,,,,,
2019-06-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,645.0,56,,,,,
2019-06-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,987.0,82,,,,,
2019-06-10,Fitbit calorie adjustment,Cardio,-565.0,1,,,,,
2019-06-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1111.0,94,,,,,
2019-06-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1020.0,73,,,,,
2019-06-11,Fitbit calorie adjustment,Cardio,-804.0,1,,,,,
2019-06-12,Fitbit calorie adjustment,Cardio,-517.0,1,,,,,
2019-06-12,"Running (jogging), 7.5 mph (8 min mile)",Cardio,925.0,76,,,,,
2019-06-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,588.0,43,,,,,
2019-06-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1000.0,73,,,,,
2019-06-13,Fitbit calorie adjustment,Cardio,-749.0,1,,,,,
2019-06-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,555.0,45,,,,,
2019-06-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,980.0,77,,,,,
2019-06-14,Fitbit calorie adjustment,Cardio,-614.0,1,,,,,
2019-06-15,Fitbit calorie adjustment,Cardio,485.0,1,,,,,
2019-06-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3333.0,276,,,,,
2019-06-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,800.0,67,,,,,
2019-06-16,Fitbit calorie adjustment,Cardio,-540.0,1,,,,,
2019-06-17,Fitbit calorie adjustment,Cardio,-602.0,1,,,,,
2019-06-18,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,278.0,31,,,,,
2019-06-18,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,390.0,36,,,,,
2019-06-18,Fitbit calorie adjustment,Cardio,-552.0,1,,,,,
2019-06-18,"Running (jogging), 6.7 mph (9 min mile)",Cardio,483.0,30,,,,,
2019-06-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3675.0,283,,,,,
2019-06-19,Fitbit calorie adjustment,Cardio,-634.0,1,,,,,
2019-06-20,Fitbit calorie adjustment,Cardio,-162.0,1,,,,,
2019-06-20,"Running (jogging), 5 mph (12 min mile)",Cardio,533.0,48,,,,,
2019-06-21,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2200.0,177,,,,,
2019-06-21,Fitbit calorie adjustment,Cardio,-329.0,1,,,,,
2019-06-22,Fitbit calorie adjustment,Cardio,-309.0,1,,,,,
2019-06-23,Fitbit calorie adjustment,Cardio,-312.0,1,,,,,
2019-06-24,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2100.0,159,,,,,
2019-06-24,Fitbit calorie adjustment,Cardio,-841.0,1,,,,,
2019-06-25,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2234.0,162,,,,,
2019-06-25,Fitbit calorie adjustment,Cardio,-649.0,1,,,,,
2019-06-26,Fitbit calorie adjustment,Cardio,-442.0,1,,,,,
2019-06-26,"Running (jogging), 8 mph (7.5 min mile)",Cardio,734.0,57,,,,,
2019-06-27,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,2049.0,142,,,,,
2019-06-27,Fitbit calorie adjustment,Cardio,-376.0,1,,,,,
2019-06-28,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2046.0,165,,,,,
